,filename,cluster,original_basename_q,original_basename_m,isUnique
31,4nWsDuz3n9E-e94b6eddfae7db6b2b21562cb16f5ad9,31,4nWsDuz3n9E-e94b6eddfae7db6b2b21562cb16f5ad9,4nWsDuz3n9E-e94b6eddfae7db6b2b21562cb16f5ad9,True
32,52fcefea4d8d4690ade4c9943661ffd6,32,0Hz2L1V_ICo-2b4ff8776f4d0ad2fc8e99de9b1092d5,0Hz2L1V_ICo-2b4ff8776f4d0ad2fc8e99de9b1092d5,False
33,24e21bdeb71443e8a601071e5e49db06,33,5sl98RjqVgc-19dd304495cab317f61188b5ca4b4eb1,5sl98RjqVgc-19dd304495cab317f61188b5ca4b4eb1,False
34,923137c266d74af18b5f855f14946dc1,34,g7PSxWsnslI-744f3f86f7face1a28fb5a4b1a44fb0a,g7PSxWsnslI-744f3f86f7face1a28fb5a4b1a44fb0a,False
35,bpfli0ZF7do-606d605202d4ad7b0dadea8cfa790da3,35,bpfli0ZF7do-606d605202d4ad7b0dadea8cfa790da3,bpfli0ZF7do-606d605202d4ad7b0dadea8cfa790da3,True
36,8b5b1656d4b74789afce35a88d103bcd,36,rLQgyxeRx40-c1ceec9a935c550f87fbf8fd871e17f7,rLQgyxeRx40-c1ceec9a935c550f87fbf8fd871e17f7,False
37,WBGumMrBQJM-107a34f006f5f5698e525a4f7a011dea,37,WBGumMrBQJM-107a34f006f5f5698e525a4f7a011dea,WBGumMrBQJM-107a34f006f5f5698e525a4f7a011dea,True
38,cb38060be99c4651a68dfb7080b24de6,38,eq7RkcqSdbQ-37831757a3815c0c2b5f2964d1af26a0,eq7RkcqSdbQ-37831757a3815c0c2b5f2964d1af26a0,False
39,6c315fd49d5440a5b4958a601ef1552e,39,cZisjK4ydsQ-bcd5c65190f9871b7fbd00c27f42c55c,cZisjK4ydsQ-bcd5c65190f9871b7fbd00c27f42c55c,False
40,a329420c0fa24e868e9f8e1eb81b11c2,40,6nXlX_LtJuI-7482cf266b54199f18066cd8148f641f,6nXlX_LtJuI-7482cf266b54199f18066cd8148f641f,False
41,22b51220125a41f793f226b2b2445205,41,pqSrJgQ0WHk-6b18c1ea1060a12ba6b7b224aec32c7c,pqSrJgQ0WHk-6b18c1ea1060a12ba6b7b224aec32c7c,False
42,8zVO4My_-Hk-91d170e6db250e2d6adbd9276abd30ff,42,8zVO4My_-Hk-91d170e6db250e2d6adbd9276abd30ff,8zVO4My_-Hk-91d170e6db250e2d6adbd9276abd30ff,True
43,EVSc_8ake6c-452ee37713aeed1ad7728f8a8ede55fe,43,EVSc_8ake6c-452ee37713aeed1ad7728f8a8ede55fe,EVSc_8ake6c-452ee37713aeed1ad7728f8a8ede55fe,True
44,c5aea3cbfa804c1a81dbf5eae46ca6ab,44,ISsMe_ZV7Gs-4d3a58617039b0b8c1b32d26fb61e8c3,ISsMe_ZV7Gs-4d3a58617039b0b8c1b32d26fb61e8c3,False
45,cdec8abd6ab34afbb4bc78dc2a53c647,45,3w5UH3iEBPs-1e698e236a4a82048c6232ab2828aa14,3w5UH3iEBPs-1e698e236a4a82048c6232ab2828aa14,False
46,HCmHG5lYH_E-23808a190b37f22c529f93f4dd199fa1,46,HCmHG5lYH_E-23808a190b37f22c529f93f4dd199fa1,HCmHG5lYH_E-23808a190b37f22c529f93f4dd199fa1,True
47,u3VDtLG8E_Y-851998683165ea933867e69048bcd6b6,47,u3VDtLG8E_Y-851998683165ea933867e69048bcd6b6,u3VDtLG8E_Y-851998683165ea933867e69048bcd6b6,True
48,b6ab0a6e93174254af4a0a2144714790,48,BCn8TM5HUrE-d70324addccf921b422eede23d770818,BCn8TM5HUrE-d70324addccf921b422eede23d770818,False
49,7NFLv137dRo-f5ea0a643e72c46dff2b5f52289f2ead,49,7NFLv137dRo-f5ea0a643e72c46dff2b5f52289f2ead,7NFLv137dRo-f5ea0a643e72c46dff2b5f52289f2ead,True
50,b97373872f8c421cb42de73bb060cc7f,50,IscriCqDyJs-b5f52abb5ca7dc1e80365e3a1453656b,IscriCqDyJs-b5f52abb5ca7dc1e80365e3a1453656b,False
51,c5bcecc23edb4ca6af691ab014b73370,51,6eUbRztBpWs-0ed8817d426927aa22dca5783ed8af7b,6eUbRztBpWs-0ed8817d426927aa22dca5783ed8af7b,False
52,358ef46f0c2d4125945bf0d547e7ff0a,52,1Wei5ftE9iI-96f3b6c067327b9f0d6c03aed6b67c81,1Wei5ftE9iI-96f3b6c067327b9f0d6c03aed6b67c81,False
53,481165d4c674432e8bd8d8fe59e5bf36,53,NOJi0FUd3NM-4f56b784e9f2a432ec606bc9f1933028,NOJi0FUd3NM-4f56b784e9f2a432ec606bc9f1933028,False
54,GdY9TS0CQ3A-411a9b3e239fdb49cbface28aefc54cc,54,GdY9TS0CQ3A-411a9b3e239fdb49cbface28aefc54cc,GdY9TS0CQ3A-411a9b3e239fdb49cbface28aefc54cc,True
55,Gz7UYKd4mQs-40c683ccc53e032d61d9e2c40305f1d0,55,Gz7UYKd4mQs-40c683ccc53e032d61d9e2c40305f1d0,Gz7UYKd4mQs-40c683ccc53e032d61d9e2c40305f1d0,True
56,38643702633f4350be2532f2ca85e9e5,56,N1_SdQE1XME-09e54af56f7e9e22f4653052ebbb8054,N1_SdQE1XME-09e54af56f7e9e22f4653052ebbb8054,False
57,3414658610bf4f9a92d7d8ecb4b39708,57,OCA0RGX29iI-7fb210395aae746aa83bf20a5b7f4088,OCA0RGX29iI-7fb210395aae746aa83bf20a5b7f4088,False
58,2dbb049d89c84f9daf8f112358d71453,58,ATuVs37Z2x8-643d7853716574e5a3d955f67e2bbb12,ATuVs37Z2x8-643d7853716574e5a3d955f67e2bbb12,False
59,a3aa0f40d50645b0b7fda69ea05bf172,59,4pcIA0Vx_Ok-a6ff21a834134a75701b950030cca07c,4pcIA0Vx_Ok-a6ff21a834134a75701b950030cca07c,False
60,2828286ca93c4e80950d52d3e143aa0c,60,pOe5jIpmSeY-5b1f02b1937b0103677998dbd6289d34,pOe5jIpmSeY-5b1f02b1937b0103677998dbd6289d34,False
61,3e334a59e5514115ad53fe8afaba888c,61,6hL7iopIoOo-2a38ca9e32de3293f8f18e791498cadd,6hL7iopIoOo-2a38ca9e32de3293f8f18e791498cadd,False
62,863cd7497141487db4a3c3a1777e49ff,62,QQbz-GJD6yA-a58c5e331bcd150bb1ccabe11e48e746,QQbz-GJD6yA-a58c5e331bcd150bb1ccabe11e48e746,False
63,zknrwyhCM5o-2d4f278df26cf39b0b87a64eab3a1b22,63,zknrwyhCM5o-2d4f278df26cf39b0b87a64eab3a1b22,zknrwyhCM5o-2d4f278df26cf39b0b87a64eab3a1b22,True
64,H3PuhttXy5E-3ec81543e02ffac42d6a7d30d314a5f0,64,H3PuhttXy5E-3ec81543e02ffac42d6a7d30d314a5f0,H3PuhttXy5E-3ec81543e02ffac42d6a7d30d314a5f0,True
65,d3bf2dff89e341db974e1bbee36d4597,65,5LXPv96IYoA-0e92f84a6e9a8e0edfe834ad3ec70b59,5LXPv96IYoA-0e92f84a6e9a8e0edfe834ad3ec70b59,False
66,3c21b3ca42d24b2d9c5f5d5e1b059888,66,XYwhuLyR_r4-fa111b3d778b9d8466652175f2b522b6,XYwhuLyR_r4-fa111b3d778b9d8466652175f2b522b6,False
67,njZrG5cjfBo-e9eb190d20dfc20c0d7817819d7cbb8c,67,njZrG5cjfBo-e9eb190d20dfc20c0d7817819d7cbb8c,njZrG5cjfBo-e9eb190d20dfc20c0d7817819d7cbb8c,True
68,jnygGsCA7p0-9b721fc97beec0d8bf6f7d5d1974092e,68,jnygGsCA7p0-9b721fc97beec0d8bf6f7d5d1974092e,jnygGsCA7p0-9b721fc97beec0d8bf6f7d5d1974092e,True
69,hrfK0-RBit8-260c1ff7f20b43add0a186488a96ed66,69,hrfK0-RBit8-260c1ff7f20b43add0a186488a96ed66,hrfK0-RBit8-260c1ff7f20b43add0a186488a96ed66,True
70,LrpQiTjxFHs-ad6197921601d353bffe1d9c6b19fe5a,70,LrpQiTjxFHs-ad6197921601d353bffe1d9c6b19fe5a,RU7-9l71zWs-e2a2099fd673e8874930816fb8fe387f,True
71,hpKj53L67j0-0bc9136a88f7d0edb57c522c57296dcf,71,hpKj53L67j0-0bc9136a88f7d0edb57c522c57296dcf,NAtjXRWt8RA-30d73b0003cc42310b690082363cdae5,True
72,5936252a480e459fb8079f5a4dff4bb8,72,LLdyu3Nso9A-4001e4e3d9984bc80d5cf33b68a56a20,LLdyu3Nso9A-4001e4e3d9984bc80d5cf33b68a56a20,False
73,EWBFATBVjYQ-46953620e55d3305abd30448dd2fc40e,73,EWBFATBVjYQ-46953620e55d3305abd30448dd2fc40e,EWBFATBVjYQ-46953620e55d3305abd30448dd2fc40e,True
74,57556f70f43244aaab3be43188738626,74,hE92wvk0kcQ-8440097a3feefc6d1765ec7f3070e128,hE92wvk0kcQ-8440097a3feefc6d1765ec7f3070e128,False
75,b3ee28ff45cc45c78202066ce2244b64,36,rLQgyxeRx40-c1ceec9a935c550f87fbf8fd871e17f7,rLQgyxeRx40-c1ceec9a935c550f87fbf8fd871e17f7,False
76,cca6908af33543e088b965e153d33e49,75,Y3n2AN8V6zY-90b83e926a61c6494cfdda9efb9809a5,Y3n2AN8V6zY-90b83e926a61c6494cfdda9efb9809a5,False
77,1f3ec6d9f7544f48840884f56d6d2e59,76,yp2flos0Nrw-32ecbc1606993592b99a1ed2b00d40dd,yp2flos0Nrw-32ecbc1606993592b99a1ed2b00d40dd,False
78,53a0597498ac44a7872cd79508dfcc8a,77,TUgKmZ0uDBg-0b47c336d06279b013d9e675c2c6f77b,TUgKmZ0uDBg-0b47c336d06279b013d9e675c2c6f77b,False
79,c794d0fc43cf40898251545a5a5aa01c,78,JqiBdeU00a0-c158ed13a14287d8ca2c5b2328514823,JqiBdeU00a0-c158ed13a14287d8ca2c5b2328514823,False
80,MnEPQrGkNEg-644029fe2dfc3c342ea363d633a90fb5,79,MnEPQrGkNEg-644029fe2dfc3c342ea363d633a90fb5,MnEPQrGkNEg-644029fe2dfc3c342ea363d633a90fb5,True
81,Ib-Q2OgydMI-f108ab8e0dc2ae66c4b412cc4d732ce6,80,Ib-Q2OgydMI-f108ab8e0dc2ae66c4b412cc4d732ce6,Ib-Q2OgydMI-f108ab8e0dc2ae66c4b412cc4d732ce6,True
82,11a6f80b47c3497ea0ad620d81cd64ce,81,kabNdo05sNw-0898375837dac959ab9c943a53b1f41e,kabNdo05sNw-0898375837dac959ab9c943a53b1f41e,False
83,2f958a2b9bee4ae4aef2af60c479a107,82,79-586Bv_Gs-0f14963b8bb5999312c0e19435956c06,79-586Bv_Gs-0f14963b8bb5999312c0e19435956c06,False
84,78652ab8c7084395bc351211758b3d46,83,6LHiZ1LY90s-83e16756d3dc756e05752117c6a066f7,6LHiZ1LY90s-83e16756d3dc756e05752117c6a066f7,False
85,0Sk0pjtVQhA-71b0aae17339a6dc40b21630e6861272,84,0Sk0pjtVQhA-71b0aae17339a6dc40b21630e6861272,0Sk0pjtVQhA-71b0aae17339a6dc40b21630e6861272,True
86,N7dcXWAc9Tc-2523234045ecc433c94427408c1e73bc,85,N7dcXWAc9Tc-2523234045ecc433c94427408c1e73bc,N7dcXWAc9Tc-2523234045ecc433c94427408c1e73bc,True
87,57b4fdc47b3b4cf3931a6934317b14cc,86,JVvevtwAaxw-c9a28140f88c05386eb383c9aad5b445,JVvevtwAaxw-c9a28140f88c05386eb383c9aad5b445,False
88,70f48e47e0bb463fa79a437c94df2f27,87,cPhgK3xXL6U-ae84fffecf22d7866f87aabef0fdbb1c,cPhgK3xXL6U-ae84fffecf22d7866f87aabef0fdbb1c,False
89,43d69e147a4340f18cbba0eb16156d96,88,uSVCUAlNuX4-64a095ff903daed6c217ec68c7277319,uSVCUAlNuX4-64a095ff903daed6c217ec68c7277319,False
90,30503b015c5346c4974bbe1487131dab,89,MTPNi7VA7q8-2c2bfc76cff25de4bcf71237edaa4197,MTPNi7VA7q8-2c2bfc76cff25de4bcf71237edaa4197,False
91,35b3a5b5871f41ddb3b34d15370c7b62,90,M8bruehznD4-80fdc424555c1756f1b0e30c5bdd94ff,M8bruehznD4-80fdc424555c1756f1b0e30c5bdd94ff,False
92,c0823a49780b40f3a39e3ffd8f4275fb,91,fJa7D3Uzaas-7f59def97c7a906c066e5dec84bed753,fJa7D3Uzaas-7f59def97c7a906c066e5dec84bed753,False
93,839cdc487830442c805e9e9190e6c090,92,2EOlfyuSMwg-d68348b797bd189c174ebcfba2223dee,2EOlfyuSMwg-d68348b797bd189c174ebcfba2223dee,False
94,ff2692df2d5e446faf3fe5e3b7d3a153,93,UyhXoWjdmSk-e8c140e5322b4f3002b824a01199f7de,UyhXoWjdmSk-e8c140e5322b4f3002b824a01199f7de,False
95,c9f0ae3b2c604e6582ce2a33dce90f4e,94,CW-SgT5Wak4-b0ef34c18543661d4ec33dc7a598970a,CW-SgT5Wak4-b0ef34c18543661d4ec33dc7a598970a,False
96,b99b781b4ba943bfb89deeda7b734282,95,LlhsCZDYUCY-2872246aa999af69871c3af1458bf96f,LlhsCZDYUCY-2872246aa999af69871c3af1458bf96f,False
97,zUtEpn9RKtE-c314317ca5d69d30d798660c9d1139a8,96,zUtEpn9RKtE-c314317ca5d69d30d798660c9d1139a8,zUtEpn9RKtE-c314317ca5d69d30d798660c9d1139a8,True
98,L7G36hyDk2E-dadef06410431a513442df278acbf918,97,L7G36hyDk2E-dadef06410431a513442df278acbf918,L7G36hyDk2E-dadef06410431a513442df278acbf918,True
99,8885400fcf264e67babb46fbe1b8d290,98,cW51HiyRXTk-102421b7f08102d49fa0d2ba8e792151,cW51HiyRXTk-102421b7f08102d49fa0d2ba8e792151,False
100,vqgTtu4uDTo-51b2c255d4a512b551433f295a318f0c,99,vqgTtu4uDTo-51b2c255d4a512b551433f295a318f0c,vqgTtu4uDTo-51b2c255d4a512b551433f295a318f0c,True
101,GfoKkUIzbjA-0fc69ee07cdaafa836651abda9576760,100,GfoKkUIzbjA-0fc69ee07cdaafa836651abda9576760,GfoKkUIzbjA-0fc69ee07cdaafa836651abda9576760,True
102,OiHITmQbmuM-79827d73c0a8759251c2361c1536bd34,101,OiHITmQbmuM-79827d73c0a8759251c2361c1536bd34,OiHITmQbmuM-79827d73c0a8759251c2361c1536bd34,True
103,9c755e10d0fd4959add1ad10f97458b2,102,D6R-K0gmRGQ-f1c737c6a9852390383cc9cd398d80f1,D6R-K0gmRGQ-f1c737c6a9852390383cc9cd398d80f1,False
104,V7_8jwz2XpM-d2b53ff9113c88769a535cfae926b92b,103,V7_8jwz2XpM-d2b53ff9113c88769a535cfae926b92b,V7_8jwz2XpM-d2b53ff9113c88769a535cfae926b92b,True
105,goQ997A-2Rg-3868cc0461d95b09288d921b22610192,104,goQ997A-2Rg-3868cc0461d95b09288d921b22610192,goQ997A-2Rg-3868cc0461d95b09288d921b22610192,True
106,xzSxe3-ETT8-25e8b7b73ab82a85b0597b6561b93e45,105,xzSxe3-ETT8-25e8b7b73ab82a85b0597b6561b93e45,wTY5mlH8zjY-fcf2e2525bea2994e1020d15b9590793,True
107,26a9727733624623beaf25f25816faeb,31,4nWsDuz3n9E-e94b6eddfae7db6b2b21562cb16f5ad9,4nWsDuz3n9E-e94b6eddfae7db6b2b21562cb16f5ad9,False
108,S6CY3di8F5k-95e86ce69352423e0c50b9677fdb4581,106,S6CY3di8F5k-95e86ce69352423e0c50b9677fdb4581,S6CY3di8F5k-95e86ce69352423e0c50b9677fdb4581,True
109,9a8f30a4efc94bcda2dfe4b7f0590862,107,H67d9dw0n-w-c52b43a554c7177c036309f9fa023f75,H67d9dw0n-w-c52b43a554c7177c036309f9fa023f75,False
110,LIZRN1rEjRs-e39857fa2d6e27da6b021dd7e00225a3,108,LIZRN1rEjRs-e39857fa2d6e27da6b021dd7e00225a3,LIZRN1rEjRs-e39857fa2d6e27da6b021dd7e00225a3,True
111,d17fec82b428417284c71905a0f2bf1c,109,0VJftxGtl-g-d565313dbb9abf90d098546efd0a3525,0VJftxGtl-g-d565313dbb9abf90d098546efd0a3525,False
112,4wkOayHnsT8-47fd5c5e3ecbed3693a57885aed5f4e4,110,4wkOayHnsT8-47fd5c5e3ecbed3693a57885aed5f4e4,4wkOayHnsT8-47fd5c5e3ecbed3693a57885aed5f4e4,True
113,557e3594949042d5801e234123df0dbe,111,km0hDl-1Y2w-ddb3985669df23b59ba8a834274419f0,km0hDl-1Y2w-ddb3985669df23b59ba8a834274419f0,False
114,SdqCgP2hQ8c-8ea312ec9100c294eae4e85c3df4f5df,112,SdqCgP2hQ8c-8ea312ec9100c294eae4e85c3df4f5df,SdqCgP2hQ8c-8ea312ec9100c294eae4e85c3df4f5df,True
115,JVvevtwAaxw-c9a28140f88c05386eb383c9aad5b445,113,JVvevtwAaxw-c9a28140f88c05386eb383c9aad5b445,JVvevtwAaxw-c9a28140f88c05386eb383c9aad5b445,True
116,6636512db16c4b66942f772c84775174,114,qRP6ruit2mA-4ed8299d892230b0c96dc5ecce67f7ae,qRP6ruit2mA-4ed8299d892230b0c96dc5ecce67f7ae,False
117,630485e8e04847a9b4976bf867969576,115,S6pQ0KuAWlU-41478f43f994aadcfe57411afe178344,S6pQ0KuAWlU-41478f43f994aadcfe57411afe178344,False
118,9d31af7ba1a84b1a847728854b563f48,116,iarTmYN_cFw-cbec9d312f1eda1d3305c0f48de927ad,iarTmYN_cFw-cbec9d312f1eda1d3305c0f48de927ad,False
119,9a1948d1194d4eba9482d30b1acd70a3,117,xGVViVl5PKc-050c45c48f18e77d7227339a815852ca,xGVViVl5PKc-050c45c48f18e77d7227339a815852ca,False
120,31af6dad798c4779a05287b6e25c0433,118,cjlyVIfZJh4-1b8d795c7ae011e42e1377e52a43f2ee,cjlyVIfZJh4-1b8d795c7ae011e42e1377e52a43f2ee,False
121,53e8221ecfa44237b2ca3ecf868ccef0,119,69z5_AMLZ_U-19179ea7438ff5738cb6aebcf0ca2c54,69z5_AMLZ_U-19179ea7438ff5738cb6aebcf0ca2c54,False
122,c0glP-pS2uI-41c196ad9f16ea38ebcb8c5328567837,120,c0glP-pS2uI-41c196ad9f16ea38ebcb8c5328567837,c0glP-pS2uI-41c196ad9f16ea38ebcb8c5328567837,True
123,ff3607078ba449a283a841a87796d6c8,121,G1APQPUX4Ls-013f1e07168ff9b590fce1edba85f32a,lnZNiivm2zU-e1caaa59e5479f037914e52e0893cc6e,False
124,9c002b4a2986456ca001e88485c81b45,122,SjymYuy1ASU-e0b136860bc245bd30e7d1b7c902a6a3,SjymYuy1ASU-e0b136860bc245bd30e7d1b7c902a6a3,False
125,1a2215c577a044b2bb192b6b83e1eb42,123,XN96TivKx3s-61e14cce110a0f557deebeccf49bc8c7,XN96TivKx3s-61e14cce110a0f557deebeccf49bc8c7,False
126,3BP5PFiHyb0-21f13125ad10f2ce5e72bd2a20ca5b32,124,3BP5PFiHyb0-21f13125ad10f2ce5e72bd2a20ca5b32,3BP5PFiHyb0-21f13125ad10f2ce5e72bd2a20ca5b32,True
127,8c6603dbbffa4f80b7c4cf3b34eed2e2,105,hMZ2ypzIPUs-9acf918df62ff0f08efd5b18fe6ad39c,wTY5mlH8zjY-fcf2e2525bea2994e1020d15b9590793,False
128,b7845942c9a3438fa01f426a283cb44e,125,F235OS531pc-e0635b9aac252b5d5ac40c5c88d3f3bb,F235OS531pc-e0635b9aac252b5d5ac40c5c88d3f3bb,False
129,9fb539b9364d48e29c174c9b2c6883a7,126,TnipjVf-gqA-0953772f6c5d43e7a3ee08b649a18aa9,TnipjVf-gqA-0953772f6c5d43e7a3ee08b649a18aa9,False
130,UmM6Oo1f53I-b371f187d4dc95c99aa26483aed4c095,127,UmM6Oo1f53I-b371f187d4dc95c99aa26483aed4c095,UmM6Oo1f53I-b371f187d4dc95c99aa26483aed4c095,True
131,2xbKw8RNFec-6748687a448a8dfaaf6c935ef76ca000,128,2xbKw8RNFec-6748687a448a8dfaaf6c935ef76ca000,2xbKw8RNFec-6748687a448a8dfaaf6c935ef76ca000,True
132,5120e87ee266448bb3fcf16f6fe33013,129,vHkJVH3goTI-87a6e2c8b6afdad64ca964290ba7a4c8,vHkJVH3goTI-87a6e2c8b6afdad64ca964290ba7a4c8,False
133,8c7981381523452aa19cbf9c102d0429,130,5mcskKQTJCA-9ed2cf43f511e21d81fa4205c9a7fa42,5mcskKQTJCA-9ed2cf43f511e21d81fa4205c9a7fa42,False
134,Aj3kbW6JjZo-b6068511cd43d5be68c5a14daae8927a,131,Aj3kbW6JjZo-b6068511cd43d5be68c5a14daae8927a,Aj3kbW6JjZo-b6068511cd43d5be68c5a14daae8927a,True
135,80b09302cd55430090c8ee3a972f2854,132,q3OqXMoPXh8-ae5381b81ab04e6aa8f45bad966dbaaa,q3OqXMoPXh8-ae5381b81ab04e6aa8f45bad966dbaaa,False
136,vkwCRzeVcV8-5788d77ce0bfc338ae5c22b3b52769f9,133,vkwCRzeVcV8-5788d77ce0bfc338ae5c22b3b52769f9,vkwCRzeVcV8-5788d77ce0bfc338ae5c22b3b52769f9,True
137,9d2443a16aae4fc1b2fcd84522c09417,134,X5jHONOLfD8-d7a6cd6e9d31018e8f42ed32b2863b22,X5jHONOLfD8-d7a6cd6e9d31018e8f42ed32b2863b22,False
138,Fl7q6uzxGCI-296971cbd124a30c3fc424b2955d4585,135,Fl7q6uzxGCI-296971cbd124a30c3fc424b2955d4585,Fl7q6uzxGCI-296971cbd124a30c3fc424b2955d4585,True
