,ID,TopicID,Source,VideoName,Duration,Format,Title,Duplicate,Url,Category,Tags,Description,Author
32,33,1,YouTube,1_34_Y.flv,01:00,flv,The Lion sleeps tonight,0,http://www.youtube.com/watch?v=K_Qghvk_e-Q,Music,The lion sleeps tonight sing song bear,"Archie and Maki sing \the lion sleeps tonight\""""",Cheetyh
33,34,1,YouTube,1_35_Y.flv,01:04,flv,The Little Lion Sleeps Tonight,0,http://www.youtube.com/watch?v=DGZqaOWwVL0,Comedy,The Little Lion Sleeps Tonight,Thais in The Little Lion Sleeps Tonight,MarcosAndMad
34,35,1,YouTube,1_36_Y.flv,01:28,flv,Nsync performing   The lion sleeps tonight,0,http://www.youtube.com/watch?v=f0quRHU4ej0,Music,nsync the lion sleeps tonight,Nsync performing   The lion sleeps tonight,flowerxgirl
35,36,1,YouTube,1_37_Y.flv,00:40,flv,Lion sleeps tonight,0,http://www.youtube.com/watch?v=flQIc7qbYOU,Entertainment,lion sleeps tonight zinlatt zer0 zer02b zero music,Lion sleeps tonight,zer02b
36,37,1,YouTube,1_38_Y.flv,01:03,flv,The Lion Sleeps Tonight,0,http://www.youtube.com/watch?v=2ApRd-MIdcs,Arts & Animation,lion sleeps tonight animation kids disney pixar dreamworks tekenfilm,The Lion Sleeps Tonight,howthewestwaswon2
37,38,1,YouTube,1_40_Y.flv,04:25,flv,The Lion Sleeps Tonight (Dance Mix),0,http://www.youtube.com/watch?v=aQbKgYqLoBE,Music,the lion sleeps tonight jungle,The lion sleeps tonight by The jungle rumble funny music video NOT the one with the hippo and dog.  Go to www.soundclick.com and search for the artist 'Ravechief' and the free mp3 will be there or go to http://www.myspace.com/106270668 for,Raver8
38,39,1,YouTube,1_41_Y.flv,02:11,flv,&quot;Lion Sleeps Tonight&quot; Music Video,0,http://www.youtube.com/watch?v=bLK-_oxJ3QE,Music,Lion Sleeps Tonight Tokens,"Me being stupid in my spare time lip singing to, \The Lion Sleeps Tonight\"" by the, \""Tokens\""""",BAMA37
39,40,1,YouTube,1_42_Y.flv,02:37,flv,Lion Sleeps Tonight,0,http://www.youtube.com/watch?v=Kl0xntx2dCM,Comedy,lion sleeps tonight singing jake ruby party,Me singing to 'The Lion Sleeps Tonight' at Ruby's party,jakekf
40,41,1,YouTube,1_43_Y.flv,00:55,flv,The Lion Sleeps Tonight,0,http://www.youtube.com/watch?v=eVM1eVEz6vE,Arts & Animation,Pixar Lion Sleeps Tonight Hippo Dog,Pixar's The Lion Sleeps Tonight Featuring A Dog And A Hippo,Replayz
41,42,1,YouTube,1_44_Y.flv,03:04,flv,Tokens - The Lion Sleeps Tonight,0,http://www.youtube.com/watch?v=mwy5uqemp6c,Music,Tokens The Lion Sleeps Tonight LIVE PERFORMANCE,Tokens - The Lion Sleeps Tonight [LIVE],kaz247
42,43,1,YouTube,1_45_Y.flv,01:03,flv,The Lion Sleeps Tonight,0,http://www.youtube.com/watch?v=5bgU1hFsx6I,Comedy,lion sleeps tonight sleep funny disney pixar fat kid hipo stupid lol wtf gang fight street race racing drag drifting fun,The Lion Sleeps Tonight,rcdv91
43,44,1,YouTube,1_46_Y.flv,01:03,flv,the lion sleeps tonight,0,http://www.youtube.com/watch?v=5YfajTeVi84,Comedy,lion sleeps tonight,hippo sings the lion slepps tonight,welshboy9
44,45,1,YouTube,1_47_Y.flv,01:04,flv,the lion sleeps tonight,0,http://www.youtube.com/watch?v=__UrHCULbbU,Pets & Animals,jungle lion leone ippopotamo hyppo tonight,In the jungle .the lion sleeps tonight,jackfree85
45,46,1,YouTube,1_48_Y.flv,02:41,flv,Lion Sleeps Tonight,0,http://www.youtube.com/watch?v=UJTRecbyj58,Music,Lion Sleeps Tonight Radford University UTK Under The Kilt,"Music video of \Lion Sleeps Tonight\"", made for Radford University's televised comedy show, Under The Kilt.""",Metagrowler
46,47,1,YouTube,1_49_Y.flv,02:41,flv,The Lions sleep Tonight,0,http://www.youtube.com/watch?v=Weah0pawz7Y,Music,The Lions sleep Tonight Song,The Lions sleep Tonight song. Please Rate if you like the song<br/>Love this song.<br/><br/>More song like this in my videos,antale99
47,48,1,YouTube,1_50_Y.flv,04:56,flv,The lion sleeps tonight,0,http://www.youtube.com/watch?v=0cVzV1gKsmI,Music,the lion sleeps tonight CAp. UFRJ,The lion sleeps tonight no 4o Concerto did\A8\A2tico do CAp. UFRJ,naluwalker
48,49,1,YouTube,1_51_Y.flv,02:44,flv,The Lion Sleeps Tonight - WoW,0,http://www.youtube.com/watch?v=Pb-4Oa8Rw_U,Video Games,world of warcraft wow music video lion sleeps tonight,"World of Warcraft actors in music video of the classic \The Lion Sleeps Tonight\"" by the Tokens ?1961""",thoaar
49,50,1,YouTube,1_52_Y.flv,02:46,flv,&quot;Lion Sleeps Tonight&quot; video. (Remake),0,http://www.youtube.com/watch?v=6TnRLz_kmCE,Music,Lion Sleeps Tonight Tokens Crazy,"A remake I did with a friend of the song, \The Lion Sleeps Tonight\"" by the Tokens.""",BAMA37
50,51,1,YouTube,1_53_Y.flv,02:39,flv,Nsync - Lion sleeps tonight (acapella),0,http://www.youtube.com/watch?v=xrhKP7yzHJ8,Music,Nsync Lion Sleeps Tonight acapella,Nsync singing Lion Sleeps Tonight for (maybe) the first time in swiss,Sleepy293
51,52,1,YouTube,1_54_Y.flv,02:58,flv,Daniel K\A8\B9blb?ck - The Lion Sleeps Tonight,0,http://www.youtube.com/watch?v=fsXNKGqLSWM,Music,Daniel K\A8\B9blb?ck Kueblboeck The Lion Sleeps Tonight Videoclip,"\The Lion Sleeps Tonight\"" Videoclip, performed by Daniel Kueblboeck.""",PunkTiger2402
52,53,1,YouTube,1_55_Y.flv,03:00,flv,In The Jungle (The Lion Sleeps Tonight),0,http://www.youtube.com/watch?v=7oRi_P8m3vI,Comedy,World of warcraft the lion sleeps tonight in jungle awesome,World of warcraft movie to the song: In the jungle the lion sleeps tonight -- funny,roguetide
53,54,1,YouTube,1_56_Y.flv,01:03,flv,The Lion Sleeps Tonight,0,http://www.youtube.com/watch?v=owaubjLDYho,Comedy,lion sleeps tonight,"A-weema-weh A-weema-weh A-weema-weh A-weema-weh<br/>A-weema-weh A-weema-weh A-weema-weh A-weema-weh<br/>A-weema-weh A-weema-weh A-weema-weh A weema-weh<br/>A-weema-weh A-weema weh A-weema-weh A-weema-weh <br/><br/>In the jungle, the mighty jungle<br/",crisramalho
54,55,1,YouTube,1_58_Y.flv,02:44,flv,The Lion SLeeps tonight,0,http://www.youtube.com/watch?v=O9eRXmcl354,Music,The Lion SLeeps tonight rpws,"The Lion SLeeps tonight<br/><br/>RPWS performance<br/><br/>27th October 2006, 12noon @ agora<br/><br/><br/>*Other song performed on that day: http://www.youtube.com/view_play_list?p=8657F32AA07D5934<br/><br/>RPWS website: www.rpwindsymphony.blogspot.",jieying87
55,56,1,YouTube,1_59_Y.flv,02:51,flv,Lion Sleeps Tonight,0,http://www.youtube.com/watch?v=VxTmn6DyOlE,Entertainment,lion sleeps tonight tom splat crabtrees,Tom singing Lion Sleeps Tonight in Crabtree's X Factor Contest. He won 2nd place for this bless him. WATCH,charlie00134
56,57,1,YouTube,1_60_Y.flv,02:39,flv,The Lion Sleeps Tonight,0,http://www.youtube.com/watch?v=5mQG7keWGuM,Entertainment,lion sleeps tonight funny lip synching dancing,The Lion Sleeps Tonight.<br/>Me and my sister being goofballs.<br/>We def don't even know the words.<br/>enjoy.,stephiebee
57,58,1,YouTube,1_61_Y.flv,01:03,flv,The lion sleeps tonight,0,http://www.youtube.com/watch?v=7o28tY16tEM,Comedy,The lion sleeps tonight funny lustig animation hippo,The lion sleeps tonight.<br/>Funny animation!<br/>Group Lustig: http://www.youtube.com/group/lustig,Maucher
58,59,1,YouTube,1_62_Y.flv,01:13,flv,danicing to the lion sleeps tonight by lou and shezzy,0,http://www.youtube.com/watch?v=dlBQyowULo0,Entertainment,the lion sleeps tonight,louise ans shezzy dancing to the lion sleeps tonight but the owner is me shezzy,shezzyboo
59,60,1,YouTube,1_63_Y.flv,02:32,flv,The Lion Sleeps Tonight,0,http://www.youtube.com/watch?v=kH0WnQTyB_w,Music,Lion sleeps Frankie Valens,Frankie Valens sings The Lion Sleeps Tonight,premierejan
60,61,1,YouTube,1_64_Y.flv,02:22,flv,Lion sleeps tonight - miguel - ternat,0,http://www.youtube.com/watch?v=czQKl8adFwE,Music,lion sleeps tonight miguel ternat mft magical flying thunderbrids,Lion sleeps tonight - miguel - ternat - oktober '06,maandruppel
61,62,1,YouTube,1_65_Y.flv,01:04,flv,the lion sleeps tonight,0,http://www.youtube.com/watch?v=MgjmACvVTdA,Music,the lison sleeps tonight,me and heidi doing the lion sleeps tonight,hyps06
62,63,1,YouTube,1_66_Y.flv,01:03,flv,The lion sleeps tonight,0,http://www.youtube.com/watch?v=jI5NMMdbnDk,Arts & Animation,jungle lion sleeps tonight,in the jungle the mighty jungle lion sleeps toniiiiiiiiiiiiight,alexwagner
63,64,1,YouTube,1_67_Y.flv,01:03,flv,Lion,0,http://www.youtube.com/watch?v=5LsIBHYn7E8,Arts & Animation,The lion sleeps tonight,The Lion sleeps tonight,Breacca
64,65,1,YouTube,1_68_Y.flv,01:03,flv,(In the jungle) The lion sleeps tonight,0,http://www.youtube.com/watch?v=hPOf3C2hE_8,Comedy,The lion sleeps tonight jungle funny hippo,"An hilarious cartoon of a hippo + a dog singing the 'Lion King' classic - \The lion sleeps tonight\""""",catwhitby
65,66,1,YouTube,1_69_Y.flv,02:44,flv,The Lion King - The Lion Sleeps Tonight (Zulu),0,http://www.youtube.com/watch?v=bBCjTJAtj5k,Entertainment,The Lion King Sleeps Tonight Zulu African Disney,"First ever recording of \The Lion Sleeps Tonight\"" in 1939. Article:<br/>A lawsuit was filed in 2004 by the family of Solomon Linda seeking damages for the copyright of the song \""The Lion Sleeps Tonight.\""  Mr. Linda had written and recorded the""",SwtVietRose
66,67,1,YouTube,1_70_Y.flv,01:06,flv,The Pink Lion WakeUP Tonight,0,http://www.youtube.com/watch?v=2Qj-23Ol-oQ,Comedy,The Lion Sleeps Tonight Pink WakeUP,The Lion Sleeps Tonight,MarcosAndMad
67,68,1,YouTube,1_71_Y.flv,01:03,flv,the lion sleeps tonight,0,http://www.youtube.com/watch?v=hreORfolroY,Arts & Animation,cartoon lion sleep joke,The lion sleeps tonigth,trenovil
68,69,1,YouTube,1_72_Y.flv,01:03,flv,Lara Sleeps Tonight,0,http://www.youtube.com/watch?v=OCBxdQbdkrk,Video Games,Lara Croft AoD Angel Darkness Legend Lion Sleep Tonight Singing,"Lara Croft sings \The Lion Sleeps Tonight\""""",azraelkhan
69,70,1,YouTube,1_73_Y.flv,01:03,flv,The Lion sleeps tonight,0,http://www.youtube.com/watch?v=TjQRMzRPQ_Q,Arts & Animation,lion sleeps hippo animation,"Animation- Dog & Hippo singing<br/>\the lion sleeps tonight\""""",Schokimaus
70,71,1,YouTube,1_74_Y.flv,02:37,flv,Acapella Group Lighthouse Singing Lion Sleeps Tonight,0,http://www.youtube.com/watch?v=JpuOLV8B9Zk,Music,Acappella Acapella Group Harmony Quartet Barbershop Lion Sleeps Tonight Barber Shop Singer singing Tenor High Falsetto,This is me singing lead on Lion Sleeps Tonight with my first acapella group Lighthouse on board the GTS Constellation in 2003.,mariahtenor
71,72,1,YouTube,1_75_Y.flv,02:44,flv,Hippo &amp; Dog - The Lion Sleeps Tonight,0,http://www.youtube.com/watch?v=mjgbPqx7Aig,Music,Hippo and Dog The Lion Sleeps Tonight Full Version Graphics Vishizzle,Hippo & Dog - The Lion Sleeps Tonight [Full Version]<br/><br/>[ Video provided by: http://wWw.Vishizzle.Com ],Vishizzle
72,73,1,YouTube,1_76_Y.flv,03:02,flv,David's version of The Lion Sleeps Tonight,0,http://www.youtube.com/watch?v=6RIiAx-UuPE,Entertainment,The Lion Sleeps Tonight version David,"Here is one of my friends who sings \The Lion Sleeps Tonight\""  enjoy""",MRT888
73,74,1,YouTube,1_77_Y.flv,01:03,flv,Lion Sleeps Tonight,0,http://www.youtube.com/watch?v=2IKaN3XIiE4,Arts & Animation,lion song,A animated version of lion sleeps tonight,isep
74,75,1,YouTube,1_78_Y.flv,01:03,flv,Hippo and Dog (Lion sleeps tonight),0,http://www.youtube.com/watch?v=usy-3el5cJ4,Entertainment,hippo dog lion sleeps tonight ahekopok funny song,The lion sleeps tonight song with a hippo and funny dog!,Ahekopok
75,76,1,YouTube,1_79_Y.flv,03:36,flv,THE LION SLEEPS TONIGHT,0,http://www.youtube.com/watch?v=-d1WySKDjro,Arts & Animation,LION SLEEPS TONIGHT AWHEEMAWAE TOKENS MUSIC VIDEO FLASH ANIMATION EAIT,"A-WHEEMA-WAE! THIS IS THE LION SLEEPS TONIGHT BY THE TOKENS FEATURING THE EAIT STAFF AND ANIMALS. ENJOY. THIS WAS DONE IN ADOBE MACROMEDIA FLASH, THEN PUT TOGETHER IN WINDOWS MOVIE MAKER.",EAKT
76,77,1,YouTube,1_80_Y.flv,00:29,flv,Lions sleeps - Hippos revenge,0,http://www.youtube.com/watch?v=q_ii0k9vNbk,Comedy,Lion sleeps tonight Hippo,"Don't mess up wit ha hippo, or you regret it (as seen in Lions sleeps tonight)",MickyDiver
77,78,1,YouTube,1_81_Y.flv,01:03,flv,lion sleep tonight,0,http://www.youtube.com/watch?v=_BuRwH59oAo,Comedy,lion sleep tonight,funny,n4vi3gurlz
78,79,1,YouTube,1_82_Y.flv,03:12,flv,Lion sleeps tonight Nadine Kathi,0,http://www.youtube.com/watch?v=vafJfBJUT8g,People,The lion sleeps tonigth nadine kathi witzig funny,Lion sleeps tonight,Cola2206girl
79,80,1,YouTube,1_83_Y.flv,01:18,flv,Pagando Mico com o clipe &quot;The Lion Sleep Tonight&quot;,0,http://www.youtube.com/watch?v=tX08Amdf3N8,Comedy,The Lion Sleep Tonight,"O Omelete Company, pra iniciar com chave de ouro, tr\A8\A2s dessa vez o clipe: Pagando Mico com o clipe \The Lion Sleep Tonight\""<br/>Vamos ver no que vai dar <br/><br/>Bruno De Looka<br/>www.omelete.vaila.net""",brunodelooka
80,81,1,YouTube,1_84_Y.flv,00:34,flv,The Lion Sleeps Tonight,0,http://www.youtube.com/watch?v=oc_iqLwhVEw,Comedy,Lion King Sleep Tonight Timon Pumba Tommy Yan Azninvazn Lip Sync CVU,"Two lion dancing heads, teenage mutant ninja turtle Michalangelo and myself lipsyncing to Timon and Pumba singing The Lion Sleeps Tonight.",aznenvazn
81,82,1,YouTube,1_85_Y.flv,02:39,flv,LIONS SLEEP TONIGHT/FUNNY,0,http://www.youtube.com/watch?v=Rse00ReUZTc,Comedy,lions sleep tonight funny robert avery production three dog night old song humpinghippo,"This that song song \Lions Sleep Tonight\"" by Three Dog Night, my style.<br/><br/>WARNING:If you do not like my music videos ,THEN DON'T WATCH'EM.""",MusicManEvolution
82,83,1,YouTube,1_86_Y.flv,03:02,flv,The Tokens - The lion sleeps tonight ( Karaoke contest),0,http://www.youtube.com/watch?v=s-p0Y1G1MHo,Music,tokens the lion sleeps tonight karaoke singing simba,"Part 27 of 29 <br/>(Karaoke singer#16)<br/>Mikey B. Singing The Tokens \ The lion sleeps tonight \""""",panicbutton
83,84,1,YouTube,1_87_Y.flv,02:44,flv,Lion Sleeps Tonight : Complete and Full Version,0,http://www.youtube.com/watch?v=2AVNFWVKuc4,Entertainment,Lion Sleeps Tonight Complete Full Version,A cute hippopotamus sings the African song entitled the Lion Sleeps Tonight with a dancing humorous canine.,ashmark2006
84,85,1,YouTube,1_88_Y.flv,01:15,flv,the Lion Sleeps tonight - brazenhead tenerife,0,http://www.youtube.com/watch?v=TBoO-1fIxRY,Entertainment,brazenhead tenerife lion sleeps tonight dusty mick rob dance,"Brazenhead Tenerife 2006 - The Lion Sleeps tonight - Created by Dusty, Rob and Mick",bert9381
85,86,1,YouTube,1_89_Y.flv,00:59,flv,lion sleeps,0,http://www.youtube.com/watch?v=09fuC26yaeA,Entertainment,lion sleeps tonight with chinese characters,lion sleeps tonite.,chonkouren
86,87,1,YouTube,1_90_Y.flv,01:59,flv,The Lion Sleeps Tonight &amp; Timon's Hula (Mandarin),0,http://www.youtube.com/watch?v=xGh9KwtgaNI,Arts & Animation,walt disney lion king the sleeps tonight timon's hula song mandarin chinese,The lion sleeps tonight + Timon's hula in Mandarin Chinese,aznv4
87,88,1,YouTube,1_91_Y.flv,02:41,flv,The lion sleeps tonight by Gretta und Hannah,0,http://www.youtube.com/watch?v=1UhVjmS5R_s,Comedy,lion sleeps tonight funny lustig disney k?nig l?wen,"Unsere Remake von \The lion sleeps tonight\"" =D""",LionsFromTheBlog
88,89,1,YouTube,1_92_Y.flv,01:03,flv,Lion seul,0,http://www.youtube.com/watch?v=RO-bTgztrj4,Arts & Animation,Lions sleep tonight,Lions sleep tonight,splachovac
89,90,1,YouTube,1_93_Y.flv,01:40,flv,The Lion Sleeps Tonight (Maybe.),0,http://www.youtube.com/watch?v=lc2CYuQIWTo,Comedy,lion sleeps tonight singing numa music comedy,"My brother and me comedically singing \The Lion Sleeps Tonight/Tonite.\"" This is SUPPOSED to be bad but funny. Watch the whole thing to find the \""I dont know the lyriiiiiics\"" part that ALWAYS cracks me up!!<br/>And I apologize for the sound bei""",atomykticktock
90,91,1,YouTube,1_94_Y.flv,01:37,flv,The Lion Sleeps Tonight,0,http://www.youtube.com/watch?v=D1J3TVDlmcY,Music,The lion sleeps tonight el rey le\A8\AEn corouniandes colegio lo castello,"Este fue nuestro primer concierto que hicimos en Santiago en el Colegio Lo Castello. Esta cancion se llama \The Lion Sleeps tonight\"", tema de la pel\A8\AAcula \""El Rey Le\A8\AEn\"", nunca la cantamos, s\A8\AElo en conciertos infantiles.""",dorito2006
91,92,1,YouTube,1_95_Y.flv,02:40,flv,The Little Lion Sleeps Tonight,0,http://www.youtube.com/watch?v=OdaPdgx3qPM,Music,the lion sleeps tonight clip music funny comic entertainment,The Token's Lion Sleeps Tonight Video Clip of my daugthers. Funny comic and entertainment video clip. Enjoy the video and watch the end of the clip :) There is a funny end :),adnanoncevarlik
92,93,1,YouTube,1_96_Y.flv,02:22,flv,blink 182: lions sleep tonight,0,http://www.youtube.com/watch?v=rtL86yxtQXU,Comedy,blink 182 whats my age again lions sleep tonight funny music video three naked men in the street briefless censured,a video of blink 182 with the song: lions sleep tonight. Please comment!!!,shadow025
93,94,1,YouTube,1_97_Y.flv,01:53,flv,Bag of Carp - The Lion Sleeps Tonight,0,http://www.youtube.com/watch?v=JOrdgiKfJP0,Music,bag of carp bands cool drums guitar bass concert lion sleeps tonight,"Amani Charity Concert 2006 - Cool new band \Bag of Carp\"" cover \""The Lion Sleeps Tonight\"".""",let89
94,95,1,YouTube,1_98_Y.flv,03:17,flv,JAY SIEGEL &amp; HIPPO SINGING TOGETHER: THE LION SLEEPS TONIGHT,0,http://www.youtube.com/watch?v=xnuIHgP0biI,Music,lion sleeps tonight tokens jay siegel hippo singing,"FOR THE FIRST TIME ON YOUTUBE, THIco films BRINGS TO YOU JAY SIEGEL & HIPPO SINGING TOGETHER: THE TOKENS -\THE LION SLEEPS TONIGHT\"".""",THIcoFilms
95,96,1,YouTube,1_99_Y.flv,01:16,flv,stue &amp; MaGs in &quot;Daniel K - The Lion sleeps tonight&quot;,0,http://www.youtube.com/watch?v=7WulbpUsevI,Comedy,sWo stue mags k\A8\B9blb?ck daniel lion sleeps tonight,"sWo presents: stue & MaGs in \Daniel K - The Lion sleeps tonight\""""",MaGsvill0rich
96,97,1,YouTube,1_100_Y.flv,01:03,flv,The Lion Sleeps Tonight,0,http://www.youtube.com/watch?v=4sB5UEKnJ5A,Comedy,lion,lion,roeyeli
97,98,1,YouTube,1_101_Y.flv,00:29,flv,The Lion Sleep Tonight - New friends fair play episode,0,http://www.youtube.com/watch?v=FcZ0D6EF41c,Arts & Animation,lion sleep tonight hipo and dog new friends episode fair play soccer v\A8\AAdeo cassetadas,lion sleep tonight - Hipo and dog episode,retorresf
98,99,1,YouTube,1_102_Y.flv,01:03,flv,LiOn,0,http://www.youtube.com/watch?v=_AwQ4l6K2dk,Arts & Animation,Lion,The lion sleeps tonight,cashis34
